iata_code,name,city_name,country_code
PBD,Porbandar Airport,Porbandar,IN
PBJ,Tavie Airport,Paama Island,VU
PBO,Paraburdoo Airport,Paraburdoo,AU
PBU,Putao Airport,Putao,MM
PCN,Picton Aerodrome,Koromiko,NZ
PDG,Minangkabau International Airport,Padang (Katapiang),ID
PDI,Pindiu Airport,Pindiu,PG
PDO,Pendopo Airport,Talang Gudang-Sumatra Island,ID
PEK,Beijing Capital International Airport,Beijing,CN
PEN,Penang International Airport,Penang,MY
PER,Perth International Airport,Perth,AU
PGB,Pangoa Airport,Pangoa,PG
PGH,Pantnagar Airport,Pantnagar,IN
PGK,Depati Amir Airport,Pangkal Pinang,ID
PGN,Pangia Airport,Pangia,PG
PHE,Port Hedland International Airport,Port Hedland,AU
PHR,Nanuku Airport,Nanuku Auberge Resort,FJ
PHS,Phitsanulok Airport,Phitsanulok,TH
PIK,Glasgow Prestwick Airport,"Prestwick, South Ayrshire",GB
PKE,Parkes Airport,Parkes,AU
PKG,Pulau Pangkor Airport,Pangkor Island,MY
PKN,Iskandar Airport,Pangkalanbun,ID
PKT,Port Keats Airport,Wadeye,AU
PKU,Sultan Syarif Kasim II International Airport / Roesmin Nurjadin AFB,Pekanbaru,ID
PKX,Beijing Daxing International Airport,Beijing,CN
PKY,Tjilik Riwut Airport,Palangkaraya,ID
PKZ,Pakse International Airport,Pakse,LA
PLE,Paiela Airport,Paiela,PG
PLM,Sultan Mahmud Badaruddin II Airport,Palembang,ID
PLO,Port Lincoln Airport,Port Lincoln,AU
PLW,Mutiara - SIS Al-Jufrie Airport,Palu,ID
PMN,Pumani Airport,Pumani,PG
PMP,Pimaga Airport,Pimaga,PG
PMR,Palmerston North Airport,Palmerston North,NZ
PNH,Phnom Penh International Airport,Phnom Penh (Pou Senchey),KH
PNI,Pohnpei International Airport,Pohnpei Island,FM
PNK,Supadio International Airport,Pontianak,ID
PNP,Girua Airport,Popondetta,PG
PNQ,Pune International Airport,Pune,IN
PNY,Pondicherry Airport,Puducherry (Pondicherry),IN
POM,Port Moresby Jacksons International Airport,Port Moresby,PG
PPP,Proserpine Whitsunday Coast Airport,Proserpine,AU
PPS,Puerto Princesa International Airport / PAF Antonio Bautista Air Base,Puerto Princesa,PH
PPW,Papa Westray Airport,"Papa Westray, Orkney Islands",GB
PPX,Param Airport,Nepesi,PG
PQC,Phú Quốc International Airport,Phu Quoc Island,VN
PQQ,Port Macquarie Airport,Port Macquarie,AU
PRS,Parasi Airport,Parasi,SB
PSJ,Kasiguncu Airport,Poso-Celebes Island,ID
PSU,Pangsuma Airport,Putussibau-Borneo Island,ID
PTF,Malolo Lailai Island Airport,Malolo Lailai Island,FJ
PUA,Puas Airport,Puas Mission,PG
PUS,Gimhae International Airport,Busan,KR
PUT,Sri Sathya Sai Airport,Puttaparthi,IN
PVG,Shanghai Pudong International Airport,Shanghai (Pudong),CN
PXH,Prominent Hill Airport,Mount Eba,AU
PXR,Surin Airport,Surin,TH
PXU,Pleiku Airport,Pleiku,VN
PZE,Penzance Heliport,"Penzance, Cornwall",GB
PZI,Panzhihua Bao'anying Airport,Panzhihua (Renhe),CN
QCY,RAF Coningsby,"Lincoln, Lincolnshire",GB
QGU,Gifu Airport,Gifu,JP
QLG,Landshut Airfield,Landshut,DE
QPG,Paya Lebar Air Base,Paya Lebar,SG
QSZ,Shache Airport,Shache,CN
RAA,Rakanda Airport,Rakanda,PG
RAB,Tokua Airport,Kokopo,PG
RAJ,Rajkot Airport,Rajkot,IN
RAW,Arawa Airport,Arawa,PG
RBE,Ratanakiri Airport,Ratanakiri,KH
RBI,Rabi Island Airport,Rabi Island,FJ
RBP,Raba Raba Airport,Rabaraba,PG
RBV,Ramata Airport,Ramata,SB
RCL,Redcliffe Airport,Redcliffe,VU
RDP,Kazi Nazrul Islam Airport,Durgapur,IN
REW,"Rewa Airport, Chorhata, REWA",Rewa,IN
RGN,Yangon International Airport,Yangon,MM
RGT,Japura Airport,Rengat-Sumatra Island,ID
RHT,Alxa Right Banner Badanjilin Airport,Badanjilin,CN
RIN,Ringi Cove Airport,Ringi Cove,SB
RIS,Rishiri Airport,Rishiri,JP
RIZ,Rizhao Shanzihe Airport,Rizhao (Donggang),CN
RJA,Rajahmundry Airport,Madhurapudi,IN
RJM,Marinda Airport,Waisai,ID
RKI,Mentawai Airport,Sipura Island,ID
RKU,Kairuku Airport,Yule Island,PG
RKZ,Xigaze Peace Airport / Shigatse Air Base,Xigazê (Samzhubzê),CN
RLG,Rostock-Laage Airport,Laage,DE
RLK,Bayannur Tianjitai Airport,Bayannur,CN
RMA,Roma Airport,Roma,AU
RMS,Ramstein Air Base,Ramstein-Miesenbach,DE
RNA,Ulawa Airport,Arona,SB
RNJ,Yoron Airport,Yoron,JP
RNL,Rennell/Tingoa Airport,Rennell Island,SB
RNP,Rongelap Island Airport,Rongelap Island,MH
ROI,Roi Et Airport,Roi Et,TH
ROK,Rockhampton Airport,Rockhampton,AU
ROR,Roman Tmetuchl International Airport,Babelthuap Island,PW
ROT,Rotorua Regional Airport,Rotorua,NZ
RPR,Swami Vivekananda Airport,Raipur,IN
RQA,Ruoqiang Loulan Airport,Ruoqiang Town,CN
RQY,Rashtrakavi Kuvempu Airport,Shimoga,IN
RRK,Rourkela Airport,Rourkela,IN
RSU,Yeosu Airport,Yeosu,KR
RTA,Rotuma Airport,Rotuma,FJ
RTG,Frans Sales Lega Airport,"Satar Tacik, Manggarai",ID
RTI,David Constantijn Saudale Airport,Ba'a - Rote Island,ID
RTM,Rotterdam The Hague Airport,Rotterdam,NL
RUG,Rugao Air Base,Rugao (Nantong),CN
RUS,Marau Airport,Marau,SB
RUU,Ruti Airport,Kawbenaberi,PG
RXS,Roxas Airport,Roxas City,PH
SAG,Shirdi International Airport,Kakadi,IN
SAI,Siem Reap-Angkor International Airport,Siem Reap,KH
SAM,Salamo Airport,Salamo,PG
SBC,Selbang Airport,Selbang,PG
SBR,Saibai Island Airport,Saibai Island,AU
SBV,Sabah Airport,Sabah,PG
SBW,Sibu Airport,Sibu,MY
SCN,Saarbrücken Airport,Saarbrücken,DE
SCZ,Santa Cruz/Graciosa Bay/Luova Airport,Santa Cruz/Graciosa Bay/Luova,SB
SDI,Saidor Airport,Saidor,PG
SDJ,Sendai Airport,Natori,JP
SDK,Sandakan Airport,Sandakan,MY
SDS,Sado Airport,Sado,JP
SDW,Sindhudurg Airport,Chipi,IN
SEN,London Southend Airport,"Southend-on-Sea, Essex",GB
SFE,San Fernando Airport,San Fernando,PH
SFS,Subic Bay International Airport / Naval Air Station Cubi Point,Olongapo,PH
SFU,Safia Airport,Safia,PG
SGE,Siegerland Airport,Burbach,DE
SGK,Sengapi Airstrip,Sengapi,PG
SGL,Danilo Atienza Air Base,Cavite,PH
SGN,Tan Son Nhat International Airport,Ho Chi Minh City,VN
SHA,Shanghai Hongqiao International Airport,Shanghai (Minhang),CN
SHB,Nakashibetsu Airport,Nakashibetsu,JP
SHE,Shenyang Taoxian International Airport,Shenyang,CN
SHF,Shihezi Huayuan Airport,Shihezi,CN
SHI,Shimojishima Airport,Miyakojima,JP
SHL,Shillong Airport,Shillong,IN
SHM,Nanki Shirahama Airport,Shirahama,JP
SHS,Jingzhou Shashi Airport,Jingzhou (Shashi),CN
SIA,Xi'an Xiguan Airport,Xi'an (Baqiao),CN
SIL,Sila Airport,Sila Mission,PG
SIM,Simbai Airport,Simbai,PG
SIN,Singapore Changi Airport,Singapore,SG
SIZ,Sissano Airport,Sissano,PG
SJI,San Jose Airport,San Jose,PH
SJW,Shijiazhuang Zhengding International Airport,Shijiazhuang,CN
SKC,Suki Airport,Suki,PG
SLH,Sola Airport,Sola,VU
SMH,Sapmanga Airport,Sapmanga,PG
SMJ,Sim Airport,Sim,PG
SMP,Stockholm Landing Strip,Stockholm,PG
SMQ,Sampit (H.Asan) Airport,Sampit,ID
SNB,Snake Bay Airport,Milikapiti,AU
SNW,Thandwe Airport,Thandwe,MM
SOC,Adisumarmo Airport,Surakarta,ID
SON,Santo Pekoa International Airport,Luganville,VU
SOQ,Domine Eduard Osok Airport,Sorong,ID
SOU,Southampton Airport,Southampton,GB
SOY,Stronsay Airport,Stronsay,GB
SPH,Sopu Airport,Sopu,PG
SPM,Spangdahlem Air Base,Trier,DE
SPV,Sepik Plains Airport,Sepik Plains,PG
SQD,Shangrao Sanqingshan Airport,Shangrao (Hengfeng),CN
SQG,Tebelian Airport,Sintang,ID
SQJ,Sanming Shaxian Airport,Sanming (Sha),CN
SQT,China Strait Airstrip,Samarai Island,PG
SRG,Jenderal Ahmad Yani Airport,Semarang,ID
SSE,Solapur Airport,Solapur,IN
SSN,Seoul Air Base (K-16),Seongnam,KR
SSR,Sara Airport,Pentecost Island,VU
SSS,Siassi Airport,Siassi,PG
STN,London Stansted Airport,"London, Essex",GB
STR,Stuttgart Airport,Stuttgart,DE
STV,Surat International Airport,Surat,IN
SUB,Juanda International Airport,Surabaya,ID
SUG,Surigao Airport,Surigao City,PH
SUV,Nausori International Airport,Nausori,FJ
SVU,Savusavu Airport,Savusavu,FJ
SWA,Jieyang Chaoshan International Airport,Jieyang (Rongcheng),CN
SWE,Siwea Airport,Siwea,PG
SWG,Satwag Airport,Satwag,PG
SWJ,Southwest Bay Airport,Malekula Island,VU
SWL,San Vicente Airport,San Vicente,PH
SWQ,Sultan Muhammad Kaharuddin III Airport,Sumbawa Besar,ID
SWR,Silur Airport,Silur Mission,PG
SWS,Swansea Airport,Swansea,GB
SWU,Suwon Airport,Suwon,KR
SXA,Sialum Airport,Sialum,PG
SXE,West Sale Airport,Sale,AU
SXH,Sehulea Airport,Sehulea,PG
SXJ,Shanshan Airport,Shanshan,CN
SXK,Mathilda Batlayeri Airport,Saumlaki-Yamdena Island,ID
SXR,Sheikh ul Alam International Airport,Srinagar,IN
SXV,Salem Airport,Salem,IN
SXW,Sauren Airport,Sauren,PG
SYD,Sydney Kingsford Smith International Airport,Sydney (Mascot),AU
SYM,Pu'er Simao Airport,Pu'er,CN
SYO,Shonai Airport,Shonai,JP
SYU,Warraber Island Airport,Sue Islet,AU
SYX,Sanya Phoenix International Airport,Sanya (Tianya),CN
SYY,Stornoway Airport,"Stornoway, Western Isles",GB
SZB,Sultan Abdul Aziz Shah International Airport,Subang,MY
SZH,Shuozhou Zirun Airport,Shuozhou,CN
SZV,Suzhou Guangfu Airport,Suzhou,CN
SZX,Shenzhen Bao'an International Airport,Shenzhen,CN
TAC,Daniel Z. Romualdez Airport,Tacloban City,PH
TAE,Daegu International Airport,Daegu,KR
TAG,Bohol-Panglao International Airport,Panglao,PH
TAH,Whitegrass Airport,Tanna Island,VU
TAJ,Tadji Airport,Aitape,PG
TAK,Takamatsu Airport,Takamatsu,JP
TAO,Qingdao Jiaodong International Airport,Qingdao (Jiaozhou),CN
TBB,Dong Tac Airport,Tuy Hoa,VN
TBE,Timbunke Airport,Timbunke,PG
TBG,Tabubil Airport,Tabubil,PG
TBH,Tugdan Airport,Tablas Island,PH
TBM,Tumbang Samba Airport,Tumbang Samba-Borneo Island,ID
TBQ,Tarabo Airport,Tarabo,PG
TBU,Fua'amotu International Airport,Nuku'alofa,TO
TBV,Tabal Airstrip,Tabal Island,MH
TCA,Tennant Creek Airport,Tennant Creek,AU
TCG,Tacheng Qianquan Airport,Tacheng,CN
TCJ,Torembi Airport,Torembi,PG
TCK,Tinboli Airport,Tinboli,PG
TCR,Tuticorin Airport,Vagaikulam,IN
TCZ,Tengchong Tuofeng Airport,Baoshan (Tengchong),CN
TDB,Tetebedi Airport,Tetebedi,PG
TDG,Tandag Airport,Tandag,PH
TDS,Sasereme Airport,Sasereme,PG
TDX,Trat Airport,Laem Ngop,TH
TEM,Temora Airport,Temora,AU
TEN,Tongren Fenghuang Airport,Tongren (Daxing),CN
TEO,Terapo Airport,Terapo Mission,PG
TEP,Tep Tep Airport,Teptep,PG
TFB,Tifalmin Airport,Tifalmin,PG
TFI,Tufi Airport,Tufi,PG
TFM,Telefomin Airport,Telefomin,PG
TFU,Chengdu Tianfu International Airport,Chengdu (Jianyang),CN
TGA,Tengah Air Base,Western Water Catchment,SG
TGG,Sultan Mahmud Airport,Kuala Terengganu,MY
TGH,Tongoa Airport,Tongoa Island,VU
TGL,Tagula Airport,Sudest Island,PG
TGN,Latrobe Valley Airport,Morwell,AU
TGO,Tongliao Airport,Tongliao,CN
THD,Tho Xuan Airport,Thanh Hóa,VN
THG,Thangool Airport,Biloela,AU
THL,Tachileik Airport,Tachileik,MM
THQ,Tianshui Maijishan Airport,Tianshui (Maiji),CN
TIC,Tinak Airport,Arno Atoll,MH
TIM,Mozes Kilangin Airport,Timika,ID
TIR,Tirupati International Airport,Tirupati,IN
TIZ,Tari Airport,Tari,PG
TJG,Warukin Airport,Tanta-Tabalong,ID
TJH,Konotori Tajima Airport,Toyooka,JP
TJQ,H A S Hanandjoeddin International Airport,Tanjung Pandan,ID
TJS,Tanjung Harapan Airport,Tanjung Selor-Borneo Island,ID
TKB,Tekadu Airport,Tekadu,PG
TKG,Radin Inten II International Airport,Bandar Lampung,ID
TKH,Takhli Royal Thai Air Force Base,Takhli,TH
TKK,Chuuk International Airport,Weno Island,FM
TKN,Tokunoshima Airport,Amagi,JP
TKS,Tokushima Awaodori Airport / JMSDF Tokushima Air Base,Tokushima,JP
TKW,Tekin Airport,Tekin,PG
TLG,Tulaghi Heliport,Tulaghi Island,SB
TLI,Sultan Bantilan Airport,Toli Toli-Celebes Island,ID
TLO,Tol Airport,Tol,PG
TLP,Tumolbil Airport,Tumolbil,PG
TLQ,Turpan Jiaohe Airport,Turpan,CN
TLW,Talasea Airport,Talasea,PG
TMC,Tambolaka Airport,Radamata,ID
TMG,Tomanggong Airport,Tomanggong,MY
TMH,Tanah Merah Airport,Tanah Merah,ID
TMN,Tamana Island Airport,Tamana Island,KI
TMW,Tamworth Airport,Tamworth,AU
TNA,Jinan Yaoqiang International Airport,Jinan (Licheng),CN
TNE,New Tanegashima Airport,Tanegashima,JP
TNH,Tonghua Sanyuanpu Airport,Tonghua,CN
TNJ,Raja Haji Fisabilillah International Airport,Tanjung Pinang-Bintan Island,ID
TNQ,Washington Island Airstrip,Teraina,KI
TNV,Tabuaeran Island Airport,Tabuaeran Island,KI
TOD,Tioman Airport,Tioman Island,MY
TOH,Torres Airstrip,Loh/Linua,VU
TOK,Torokina Airport,Torokina,PG
TON,Tonu Airport,Tonu,PG
TOY,Toyama Kitokito Airport,Toyama,JP
TPI,Tapini Airport,Tapini,PG
TRA,Tarama Airport,Tarama,JP
TRE,Tiree Airport,"Balemartine, Argyll and Bute",GB
TRG,Tauranga Airport,Tauranga,NZ
TRJ,Tarakbits Airport,Tarakbits,PG
TRK,Juwata International Airport / Suharnoko Harbani AFB,Tarakan,ID
TRO,Taree Airport,Taree,AU
TRT,Toraja Airport,Toraja,ID
TRV,Thiruvananthapuram International Airport,Thiruvananthapuram,IN
TRW,Bonriki International Airport,South Tarawa,KI
TRZ,Tiruchirappalli International Airport,Tiruchirappalli,IN
TSI,Tsile Tsile Airport,Tsile Tsile,PG
TSJ,Tsushima Airport,Tsushima,JP
TSN,Tianjin Binhai International Airport,Tianjin,CN
TST,Trang Airport,Trang,TH
TSU,Tabiteuea South Airport,Tabiteuea South,KI
TSV,Townsville Airport / RAAF Base Townsville,Townsville,AU
TSW,Tsewi Airport,Tsewi,PG
TTE,Sultan Babullah Airport,Ternate,ID
TTJ,Tottori Sand Dunes Conan Airport,Tottori,JP
TTL,Turtle Island Seaplane Base,Nanuya Levu Island,FJ
TUG,Tuguegarao Airport,Tuguegarao City,PH
TUM,Tumut Aerodrome,Tumut,AU
TUO,Taupo Airport,Taupo,NZ
TVS,Tangshan Sannühe Airport,Tangshan (Fengrun),CN
TVU,Matei Airport,Matei,FJ
TVY,Dawei Airport,Dawei,MM
TWC,Tumxuk Tangwangcheng Airport,Tumxuk,CN
TWT,Sanga Sanga Airport,Bongao,PH
TWU,Tawau Airport,Tawau,MY
TWY,Tawa Airport,Tawa,PG
TWZ,Pukaki Airport,Twitzel,NZ
TXE,Rembele Airport,Takengon,ID
TXN,Huangshan Tunxi International Airport,Huangshan,CN
TYN,Taiyuan Wusu International Airport,Taiyuan,CN
UAE,Mount Aue Airport,Aue,PG
UAI,"Commander in Chief of FALINTIL, Kay Rala Xanana Gusmão, International Airport",Suai,TL
UBB,Mabuiag Island Airport,Mabuiag Island,AU
UBI,Buin Airport,Buin,PG
UBJ,Yamaguchi Ube Airport,Ube,JP
UBP,Ubon Ratchathani Airport,Ubon Ratchathani,TH
UCB,Ulanqab Jining Airport,Ulanqab,CN
UDE,Volkel Air Base,Uden,NL
UDR,Maharana Pratap Airport,Udaipur,IN
UEO,Kumejima Airport,Kumejima,JP
UGU,Bilorai Airport,Bilogai,ID
UIH,Phu Cat Airport,Quy Nohn,VN
UIT,Jaluit Airport,Jabor Jaluit Atoll,MH
UJE,Ujae Atoll Airport,Ujae Atoll,MH
UKB,Kobe Airport,Kobe,JP
UKE,Utkela Airport,Bhawanipatna,IN
UKU,Nuku Airport,Nuku,PG
ULB,Uléi Airport,Ambrym Island,VU
ULE,Sule Airport,Sule,PG
ULI,Ulithi Airport,Falalop Island,FM
UMC,Umba Airport,Umba,PG
UNG,Kiunga Airport,Kiunga,PG
UNN,Ranong Airport,Ranong,TH
UOL,Buol - Pogogul Airport,Buol-Celebes Island,ID
UPG,Sultan Hasanuddin International Airport,Makassar,ID
UPR,Upiara Airport,Upiara,PG
URC,Ürümqi Tianshan International Airport,Ürümqi,CN
URT,Surat Thani Airport,Surat Thani,TH
URU,Uroubi Airport,Uroubi,PG
USM,Samui International Airport,Na Thon (Ko Samui Island),TH
USN,Ulsan Airport,Ulsan,KR
USU,Francisco B. Reyes (Busuanga) Airport,Coron,PH
UTH,Udon Thani International Airport,Udon Thani,TH
UTK,Utirik Airport,Utirik Island,MH
UTP,U-Tapao–Rayong–Pattaya International Airport,Rayong,TH
UUU,Manumu Airport,Manumu,PG
UVO,Uvol Airport,Uvol,PG
UYN,Yulin Yuyang Airport,Yulin,CN
VAI,Vanimo Airport,Vanimo,PG
VAO,Suavanao Airport,Suavanao,SB
VAV,Vava'u International Airport,Vava'u Island,TO
VBV,Vanua Balavu Airport,Vanua Balavu,FJ
VCA,Can Tho International Airport,Can Tho,VN
VCL,Chu Lai Airport,Tam Nghĩa,VN
VCS,Con Dao Airport,Con Dao,VN
VDH,Dong Hoi Airport,Dong Hoi,VN
VDO,Van Don International Airport,Van Don,VN
VEV,Barakoma Airport,Barakoma,SB
VGA,Vijayawada International Airport,Vijayawada,IN
VII,Vinh Airport,Vinh,VN
VIU,Viru Harbour Airstrip,Viru,SB
VIV,Vivigani Airfield,Vivigani,PG
VKG,Rach Gia Airport,Rach Gia,VN
VLI,Bauerfield International Airport,Port Vila,VU
VLS,Valesdir Airport,Epi Island,VU
VLY,Anglesey Airport,Angelsey,GB
VMU,Baimuru Airport,Baimuru,PG
VNS,Lal Bahadur Shastri International Airport,Varanasi,IN
VRC,Virac Airport,Virac,PH
VSV,Shravasti Airport,Shravasti,IN
VTE,Wattay International Airport,Vientiane,LA
VTF,Vatulele Airport,Vatulele,FJ
VTZ,Visakhapatnam International Airport,Visakhapatnam,IN
WAG,Wanganui Airport,Wanganui,NZ
WAJ,Wawoi Falls Airport,Wavoi Falls,PG
WAO,Wabo Airport,Wabo,PG
WBC,Wapolu Airport,Wapolu,PG
WBG,Schleswig Air Base,Jagel,DE
WBM,Wapenamanda Airport,Wapenamanda,PG
WDS,Shiyan Wudangshan Airport,Shiyan (Maojian),CN
WED,Wedau Airport,Wedau,PG
WEF,Weifang Nanyuan Airport,Weifang (Kuiwen),CN
WEH,Weihai Dashuibo Airport,Weihai,CN
WEI,Weipa Airport,Weipa,AU
WEP,Weam Airport,Weam,PG
WGA,Wagga Wagga Airport,Forest Hill,AU
WGN,Shaoyang Wugang Airport,Shaoyang (Wugang),CN
WGP,Umbu Mehang Kunda Airport,Waingapu-Sumba Island,ID
WGT,Wangaratta Airport,Laceby,AU
WHA,Wuhu Xuanzhou Airport,Wuhu,CN
WHK,Whakatāne Airport,Whakatāne,NZ
WHN,Wuhan Hannan Municipal Airport,Wuhan (Hannan),CN
WIC,Wick John O'Groats Airport,Wick,GB
WIE,Wiesbaden Army Airfield,Wiesbaden,DE
WIR,Wairoa Airport,Wairoa,NZ
